latitude,housing_median_age,population,households,median_income,ocean_proximity,median_house_value,all_rooms_amount
33.95,34,941,356,6.4319,<1H OCEAN,452300,2653
33.95,34,617,252,6.7501,<1H OCEAN,400000,2002
33.97,33,2025,750,3.183,<1H OCEAN,191100,3938
33.96,38,877,275,4.625,<1H OCEAN,191300,1565
33.96,29,1278,550,4.3882,<1H OCEAN,261600,3366
33.95,35,802,280,5.752,<1H OCEAN,291000,1884
33.96,34,1243,466,6.0723,<1H OCEAN,297200,3314
33.96,38,956,350,4.4125,<1H OCEAN,246000,2453
33.96,36,698,240,4.8523,<1H OCEAN,267300,1661
33.97,35,471,153,3.2,<1H OCEAN,197400,853
33.97,36,837,267,4.6992,<1H OCEAN,251900,2054
33.96,36,958,335,4.4732,<1H OCEAN,266000,2274
33.96,38,557,228,4,<1H OCEAN,254700,1242
33.96,34,1333,503,4.0536,<1H OCEAN,277200,3285
33.96,35,706,250,4.5625,<1H OCEAN,253500,1750
33.97,34,823,292,5.4042,<1H OCEAN,241600,2033
33.95,37,778,344,3.9036,<1H OCEAN,326600,2042
33.95,44,822,314,6.7744,<1H OCEAN,294100,2150
33.95,42,630,219,6.8564,<1H OCEAN,300000,1641
33.95,37,600,236,5.2015,<1H OCEAN,302000,1705
33.95,36,891,348,3.6635,<1H OCEAN,282100,2297
33.96,33,1397,477,3.1083,<1H OCEAN,285500,2903
33.95,31,686,211,4,<1H OCEAN,263200,1283
33.95,36,1211,452,5.0526,<1H OCEAN,269800,3211
33.94,35,825,316,5.2485,<1H OCEAN,323800,2126
33.94,33,1166,548,2.7317,<1H OCEAN,264700,2970
33.94,34,373,139,3.5481,<1H OCEAN,265000,660
33.95,24,3792,1735,3.1104,<1H OCEAN,230000,8514
33.93,35,1196,488,3.8427,<1H OCEAN,283500,3163
33.94,37,786,256,4.4375,<1H OCEAN,244900,1696
33.94,32,1036,385,5.0258,<1H OCEAN,255400,2476
33.94,31,1047,472,3.3292,<1H OCEAN,271300,2729
33.94,33,973,364,4.675,<1H OCEAN,283000,2599
33.94,36,909,325,5.1587,<1H OCEAN,296600,2268
33.93,17,736,342,3.2011,<1H OCEAN,162500,1552
33.92,27,4673,1505,2.5893,<1H OCEAN,183700,7964
33.93,27,466,133,3.0909,<1H OCEAN,187500,723
33.92,28,1932,835,2.4925,<1H OCEAN,177200,3933
33.93,38,1775,445,3.5227,<1H OCEAN,202400,2498
33.92,36,615,206,4.1786,<1H OCEAN,201500,1167
33.92,31,2313,801,3.2237,<1H OCEAN,218200,4584
33.93,31,1647,664,3.3681,<1H OCEAN,223900,3932
33.93,32,1075,442,4.4279,<1H OCEAN,226400,2503
33.93,30,1676,587,4.6583,<1H OCEAN,207300,3724
33.93,34,1578,488,3.1496,<1H OCEAN,191900,2639
33.93,19,1222,452,2.6862,<1H OCEAN,195800,2240
33.94,31,1612,708,2.9205,<1H OCEAN,196600,3615
33.94,35,1561,606,4.0039,<1H OCEAN,226500,3588
33.94,36,992,363,4.2594,<1H OCEAN,242400,2289
33.94,37,1003,323,3.3289,<1H OCEAN,199700,1915
33.95,35,1592,614,2.7875,<1H OCEAN,209000,3455
33.94,25,1685,751,3.6936,<1H OCEAN,238300,4130
33.93,25,1128,429,3.7614,<1H OCEAN,255900,2381
33.94,25,3317,1119,3.9352,<1H OCEAN,232900,6899
33.93,42,1034,339,4.9808,<1H OCEAN,212300,2185
33.93,34,1084,410,3.3411,<1H OCEAN,220500,2149
33.92,36,1134,358,4.4881,<1H OCEAN,218900,2413
33.92,35,1799,546,3.9327,<1H OCEAN,190500,2937
33.92,36,1232,386,4.375,<1H OCEAN,184200,2290
33.92,40,804,282,4.3194,<1H OCEAN,198400,1616
33.92,28,912,245,2.5875,<1H OCEAN,161200,1290
33.92,30,646,211,2.5208,<1H OCEAN,182800,1149
33.91,19,1561,740,3.1369,<1H OCEAN,196900,3815
33.91,34,491,144,4.6389,<1H OCEAN,173800,814
33.91,35,381,124,3.7917,<1H OCEAN,183900,742
33.91,35,857,251,3.6917,<1H OCEAN,197500,1797
33.91,35,261,105,4.9375,<1H OCEAN,183800,665
33.91,34,552,164,4.9107,<1H OCEAN,222000,1078
33.91,36,569,201,4.475,<1H OCEAN,182300,1300
33.91,34,1087,423,3.0465,<1H OCEAN,187800,2483
33.91,40,399,99,4.875,<1H OCEAN,167600,613
33.91,36,719,201,4.2679,<1H OCEAN,175800,1281
33.9,35,809,246,4.7813,<1H OCEAN,160000,1399
33.91,29,597,163,4.9609,<1H OCEAN,186700,1055
33.91,22,1231,457,4.0878,<1H OCEAN,153700,2453
33.91,29,411,113,2.6397,<1H OCEAN,164400,618
33.91,14,1546,464,3.7969,<1H OCEAN,159400,2973
33.91,34,1356,324,3.4211,<1H OCEAN,141100,1925
33.91,36,990,268,4.0517,<1H OCEAN,162200,1713
33.92,35,1491,428,3.7383,<1H OCEAN,166200,2413
33.91,35,1238,320,4.9732,<1H OCEAN,165000,1927
33.91,36,1100,322,5.1187,<1H OCEAN,168100,1848
33.91,30,920,410,0.9946,<1H OCEAN,159900,1826
33.9,36,862,285,3.7604,<1H OCEAN,158700,1494
33.9,37,771,224,4.2132,<1H OCEAN,164600,1334
33.91,35,1072,301,3.2708,<1H OCEAN,159700,1978
33.91,30,2744,895,2.8608,<1H OCEAN,165600,4201
33.91,29,1978,548,3.1957,<1H OCEAN,159200,2957
33.91,18,1200,365,2.895,<1H OCEAN,146900,1969
33.91,24,4516,1050,4.1387,<1H OCEAN,157700,5924
33.91,21,1489,621,3.2031,<1H OCEAN,180700,3564
33.91,36,909,275,4.6731,<1H OCEAN,173300,1631
33.91,35,1558,427,4.023,<1H OCEAN,157700,2691
33.9,41,642,125,1.875,<1H OCEAN,119900,679
33.9,36,975,239,3.1897,<1H OCEAN,155000,1274
33.9,37,882,236,4.4167,<1H OCEAN,158000,1415
33.89,26,1538,449,5.1104,<1H OCEAN,220500,2895
33.89,29,964,222,4.537,<1H OCEAN,185300,1355
33.89,17,2008,512,3.0777,<1H OCEAN,160800,2767
33.89,35,1651,265,3.125,<1H OCEAN,120300,1419
33.89,28,1545,269,3.0357,<1H OCEAN,123400,1310
33.89,35,1412,274,3.1917,<1H OCEAN,114900,1361
33.89,37,981,225,3.2857,<1H OCEAN,153600,1411
33.9,39,1849,518,3.8846,<1H OCEAN,164100,3048
33.9,42,776,228,3.8672,<1H OCEAN,162700,1231
33.9,45,1180,337,4.6406,<1H OCEAN,169200,2129
33.9,44,733,237,4.2083,<1H OCEAN,168300,1404
33.9,42,1155,368,3.558,<1H OCEAN,161100,2140
33.9,37,742,242,4.0461,<1H OCEAN,153500,1405
33.9,33,2533,689,3.1441,<1H OCEAN,176300,4046
33.9,43,776,246,4.325,<1H OCEAN,166000,1480
33.9,40,1229,378,4.4167,<1H OCEAN,174600,2257
33.89,41,603,179,3.7321,<1H OCEAN,167500,1000
33.89,42,708,204,3.6875,<1H OCEAN,171500,1365
33.89,27,2465,811,3.099,<1H OCEAN,166600,4281
33.89,34,1483,443,4.4934,<1H OCEAN,185600,2678
33.9,37,768,206,4.75,<1H OCEAN,161900,1263
33.9,37,740,183,3.6,<1H OCEAN,156400,971
33.89,36,498,137,4.7159,<1H OCEAN,182100,911
33.89,35,602,185,3.5865,<1H OCEAN,178000,1197
33.9,35,1465,470,4.4896,<1H OCEAN,184600,3099
33.9,26,2471,863,3.5052,<1H OCEAN,196000,5066
33.89,35,772,233,4.375,<1H OCEAN,204700,1336
33.88,35,868,272,3.5893,<1H OCEAN,276000,1927
33.89,34,1549,545,3.2069,<1H OCEAN,236500,3102
33.9,35,1084,240,5.0753,<1H OCEAN,178000,1592
33.9,36,748,278,5.1423,<1H OCEAN,183100,1625
33.91,36,617,211,3.8824,<1H OCEAN,193100,1319
33.91,36,749,261,3.5772,<1H OCEAN,207400,1697
33.91,36,1023,394,3,<1H OCEAN,216600,2439
33.9,38,827,265,4.7663,<1H OCEAN,191600,1744
33.91,36,910,306,4.4948,<1H OCEAN,190600,2283
33.91,37,578,175,4.375,<1H OCEAN,177600,1103
33.9,26,1150,429,3.5972,<1H OCEAN,225800,2616
33.91,34,974,404,3.0703,<1H OCEAN,180800,2176
33.91,32,1371,431,3.1204,<1H OCEAN,204200,2453
33.91,35,1299,335,4.0313,<1H OCEAN,163200,1940
33.91,38,760,208,2.9643,<1H OCEAN,147400,1106
33.9,20,1855,662,2.809,<1H OCEAN,144600,3587
33.9,28,2399,594,2.7339,<1H OCEAN,156700,3026
33.91,28,3013,673,2.9531,<1H OCEAN,127100,3661
33.91,35,1415,367,3.0967,<1H OCEAN,144000,1741
33.91,35,610,147,3.3182,<1H OCEAN,133300,690
33.91,25,1721,507,2.3456,<1H OCEAN,146100,2631
33.91,6,2467,712,3.1507,<1H OCEAN,144000,4292
33.9,12,3215,854,2.8681,<1H OCEAN,114200,4646
33.91,42,748,195,3.8,<1H OCEAN,145800,1023
33.91,37,1237,344,3.9333,<1H OCEAN,162300,1787
33.9,25,1177,410,2.4333,<1H OCEAN,155000,2151
33.9,32,1888,366,3.5461,<1H OCEAN,146400,1817
33.9,32,933,209,2.7292,<1H OCEAN,143800,1005
33.9,31,2625,576,3.0909,<1H OCEAN,150900,3139
33.9,34,1960,338,3.1012,<1H OCEAN,140400,1568
33.89,38,389,108,2.1859,<1H OCEAN,143800,596
33.89,6,1201,487,1.7344,<1H OCEAN,145800,2191
33.89,52,47,8,7.2423,<1H OCEAN,350000,75
33.89,11,3637,873,2.6328,<1H OCEAN,160700,4485
33.89,25,4149,1362,2.6742,<1H OCEAN,131900,7360
33.89,30,4196,921,3.274,<1H OCEAN,148300,5421
33.88,24,2688,1035,2.52,<1H OCEAN,146000,5324
33.89,33,2319,647,3.407,<1H OCEAN,190800,3489
33.89,46,599,214,3.2813,<1H OCEAN,190900,1159
33.88,30,1181,383,2.9779,<1H OCEAN,169500,2092
33.9,36,886,347,3.4868,<1H OCEAN,208400,2164
33.89,33,2368,845,2.8906,<1H OCEAN,204900,4535
33.89,33,1774,705,2.9292,<1H OCEAN,183400,3653
33.89,36,361,139,5.0395,<1H OCEAN,225800,724
33.9,36,788,291,3.625,<1H OCEAN,195800,1782
33.9,39,883,291,3.3375,<1H OCEAN,180100,1661
33.9,35,686,236,3.9038,<1H OCEAN,202700,1719
33.9,35,1885,673,2.9375,<1H OCEAN,206500,4208
33.89,22,5162,1879,2.9293,<1H OCEAN,170800,8836
33.89,29,2030,781,2.5432,<1H OCEAN,180900,3514
33.9,38,756,256,4.125,<1H OCEAN,173900,1504
33.88,25,983,488,2.6184,<1H OCEAN,243800,2327
33.88,40,1305,544,3.1923,<1H OCEAN,191900,2915
33.88,32,1981,956,2.2027,<1H OCEAN,192700,4112
33.89,29,1723,678,2.7121,<1H OCEAN,165500,3560
33.89,37,740,243,4.9107,<1H OCEAN,179600,1397
33.89,39,1048,330,4.5735,<1H OCEAN,195500,2083
33.88,30,1662,539,4.0507,<1H OCEAN,179500,3176
33.89,33,866,268,4.1708,<1H OCEAN,175000,1526
33.88,41,1119,341,4.3646,<1H OCEAN,161400,1874
33.88,24,2085,881,2.6641,<1H OCEAN,168200,4287
33.87,29,1747,617,3.3713,<1H OCEAN,198200,3349
33.88,19,1761,667,4.0911,<1H OCEAN,239700,3911
33.87,33,795,297,4.6713,<1H OCEAN,231800,1633
33.87,15,1772,618,5.0417,<1H OCEAN,240800,3852
33.87,21,1919,977,2.5057,<1H OCEAN,156300,4845
33.88,36,557,210,3.0795,<1H OCEAN,218400,1301
33.88,32,1131,461,3.5278,<1H OCEAN,166100,2247
33.87,20,2326,822,3.3304,<1H OCEAN,194600,4506
33.87,21,4396,1649,3.0989,<1H OCEAN,171400,8391
33.88,17,3059,853,5.7619,<1H OCEAN,297300,5645
33.87,17,1387,364,6.299,<1H OCEAN,285800,2754
33.88,17,3844,1068,6.5901,<1H OCEAN,337400,8260
33.87,18,2952,754,5.8855,<1H OCEAN,313800,5701
33.88,16,2668,810,5.748,<1H OCEAN,284200,5759
33.88,17,1422,524,4.2619,<1H OCEAN,139700,2946
33.88,18,1303,386,6.1968,<1H OCEAN,344700,2811
33.87,18,1945,509,5.7652,<1H OCEAN,299100,3961
33.86,17,1378,386,5.8733,<1H OCEAN,287000,2642
33.85,19,2621,661,6.2427,<1H OCEAN,288700,4939
33.86,17,2104,579,5.6818,<1H OCEAN,338900,4228
33.85,16,2196,564,7.0113,<1H OCEAN,319700,4377
33.86,16,3045,893,5.0778,<1H OCEAN,293700,6541
33.86,16,1985,603,5.4089,<1H OCEAN,265600,3477
33.87,16,1368,387,5.93,<1H OCEAN,277600,2699
33.87,18,2794,763,5.6917,<1H OCEAN,275100,5448
33.86,21,1671,470,7.2628,<1H OCEAN,322700,3307
33.86,16,1377,395,6.5513,<1H OCEAN,350400,3067
33.85,16,2527,704,6.0142,<1H OCEAN,437400,5577
33.88,18,4276,1228,6.5515,<1H OCEAN,319600,9267
33.86,21,1588,568,4.3397,<1H OCEAN,268100,3676
33.85,19,5026,1345,6.3093,<1H OCEAN,286500,9491
33.85,19,572,175,5.7039,<1H OCEAN,277600,1167
33.88,27,1840,719,3.6417,<1H OCEAN,208100,3801
33.88,27,1887,567,3.8654,<1H OCEAN,195300,3754
33.89,32,1679,360,3.5562,<1H OCEAN,146000,2205
33.89,33,2045,426,4,<1H OCEAN,145700,2566
33.88,27,1014,204,3.825,<1H OCEAN,159500,1109
33.88,30,2685,496,3.2639,<1H OCEAN,120100,2420
33.88,26,931,275,5.1645,<1H OCEAN,244900,1777
33.87,23,2012,556,4.1406,<1H OCEAN,200800,3088
33.87,28,1613,429,3.6339,<1H OCEAN,220100,2835
33.87,31,2098,697,3.9837,<1H OCEAN,246000,4226
33.86,31,1703,472,3.7091,<1H OCEAN,225900,3461
33.86,28,1347,330,3.425,<1H OCEAN,189700,2141
33.86,26,539,186,3.2679,<1H OCEAN,236500,951
33.86,29,1969,737,3.5268,<1H OCEAN,215500,4043
33.86,29,684,248,3.3333,<1H OCEAN,198800,1253
33.84,31,2042,593,3.625,<1H OCEAN,170400,2977
33.84,31,1806,553,4.8448,<1H OCEAN,194600,3484
33.84,23,2380,825,4.54,<1H OCEAN,213100,5322
33.84,27,1061,320,4.7917,<1H OCEAN,217700,1889
33.85,22,682,216,6,<1H OCEAN,191300,1259
33.84,28,2997,896,3.7961,<1H OCEAN,162700,5164
33.84,25,2827,860,3.3438,<1H OCEAN,153300,4649
33.84,26,4367,1437,4.7953,<1H OCEAN,210900,8414
33.84,20,3841,1195,4.0542,<1H OCEAN,168400,6874
33.82,27,1660,560,5.7965,<1H OCEAN,228200,4057
33.82,26,1644,581,6.2519,<1H OCEAN,345700,4847
33.83,30,2727,525,2.7759,<1H OCEAN,136800,2744
33.82,30,3412,649,2.8095,<1H OCEAN,118300,3288
33.83,17,3868,1117,2.5978,<1H OCEAN,142900,5990
33.86,33,1229,393,5.3889,<1H OCEAN,234900,2799
33.86,35,685,279,4.2,<1H OCEAN,226900,1507
33.86,44,1277,462,4.3194,<1H OCEAN,199500,3174
33.87,43,837,350,3.0405,<1H OCEAN,188000,1988
33.87,45,735,295,4.6765,<1H OCEAN,198400,1906
33.86,45,645,256,4.4,<1H OCEAN,209500,1576
33.86,45,919,344,3.5833,<1H OCEAN,200200,2209
33.87,44,985,319,4.3942,<1H OCEAN,219500,1976
33.86,43,1071,396,5,<1H OCEAN,208900,2486
33.86,44,745,233,4.625,<1H OCEAN,213400,1693
33.86,44,538,213,4.8667,<1H OCEAN,218300,1510
33.87,44,799,283,5.084,<1H OCEAN,214100,1878
33.86,36,827,311,4.8942,<1H OCEAN,194100,1890
33.86,34,1385,386,4.4934,<1H OCEAN,213800,2816
33.88,33,1634,467,3.0114,<1H OCEAN,167000,2702
33.87,33,1673,571,3.0685,<1H OCEAN,181800,2925
33.87,32,1363,478,2.6406,<1H OCEAN,156700,2325
33.88,18,1804,537,1.9903,<1H OCEAN,170300,2949
33.88,29,590,183,3.0052,<1H OCEAN,166700,1021
33.88,42,1161,351,3.0893,<1H OCEAN,162700,2016
33.88,47,536,174,4.625,<1H OCEAN,163000,1067
33.88,44,783,237,4.7361,<1H OCEAN,167700,1575
33.88,42,1832,501,3.1713,<1H OCEAN,161000,2829
33.87,27,2571,1216,2.5417,<1H OCEAN,184100,6060
33.87,35,1166,386,2.875,<1H OCEAN,178300,2205
33.86,42,1060,399,3.7031,<1H OCEAN,167100,2430
33.86,46,1200,451,3.4375,<1H OCEAN,156700,2262
33.86,38,1449,451,2.7045,<1H OCEAN,155400,2533
33.86,35,774,271,2.2381,<1H OCEAN,137500,1429
33.86,36,1659,522,3.1215,<1H OCEAN,153600,2559
33.86,27,1690,794,2.6465,<1H OCEAN,160200,3599
33.87,42,628,229,3.6987,<1H OCEAN,152100,1482
33.88,40,1188,329,4.2083,<1H OCEAN,147300,2045
33.88,40,2858,690,3.2368,<1H OCEAN,136900,3670
33.88,31,1405,363,2.0125,<1H OCEAN,143000,1749
33.88,32,1082,350,3.225,<1H OCEAN,138200,1886
33.87,26,757,212,2.525,<1H OCEAN,155500,905
33.87,42,1052,317,3.9469,<1H OCEAN,158200,1792
33.87,36,974,264,4.2135,<1H OCEAN,161400,1827
33.87,40,1821,536,3.5646,<1H OCEAN,162600,3049
33.86,44,1091,384,3.025,<1H OCEAN,162300,2097
33.87,49,1339,440,3.0319,<1H OCEAN,162800,2382
33.87,48,1395,492,3.765,<1H OCEAN,164800,2767
33.87,45,1404,454,2.9803,<1H OCEAN,165900,2604
33.87,44,1126,439,3.4408,<1H OCEAN,172900,2598
33.87,44,1056,405,4.0658,<1H OCEAN,175100,2233
33.87,38,1627,604,3.7527,<1H OCEAN,161900,3290
33.86,26,4066,1558,2.5068,<1H OCEAN,156300,8270
33.86,10,1369,493,2.9886,<1H OCEAN,175000,2172
33.85,39,1670,525,3.07,<1H OCEAN,173000,2773
33.85,38,2416,832,3.6897,<1H OCEAN,169800,4458
33.86,43,1674,614,3.6719,<1H OCEAN,161300,3397
33.86,39,1702,642,2.375,<1H OCEAN,160800,3657
33.86,40,954,336,2.3804,<1H OCEAN,158000,1643
33.86,37,652,258,4.2062,<1H OCEAN,195400,1661
33.85,30,2144,970,2.7268,<1H OCEAN,218100,5138
33.85,36,606,234,4.1439,<1H OCEAN,212600,1684
33.85,36,699,266,4.0781,<1H OCEAN,217300,1750
33.86,32,1069,491,2.4659,<1H OCEAN,209000,3189
33.85,36,1315,478,4.0714,<1H OCEAN,215600,3141
33.85,36,952,339,4.0815,<1H OCEAN,216200,2318
33.86,37,1183,413,5.1805,<1H OCEAN,201600,2684
33.85,36,1128,403,4.6019,<1H OCEAN,208400,2526
33.85,36,1049,405,3.55,<1H OCEAN,212800,2276
33.86,36,934,333,4.8571,<1H OCEAN,203300,2122
33.86,36,845,308,5.0106,<1H OCEAN,210800,2028
33.85,28,1352,469,5.2639,<1H OCEAN,242000,3295
33.85,36,713,257,5.9493,<1H OCEAN,228000,1726
33.85,36,416,157,4.6429,<1H OCEAN,223700,1115
33.85,36,482,157,4.125,<1H OCEAN,219500,1050
33.85,36,1138,387,4.8393,<1H OCEAN,216300,2807
33.86,36,1386,458,4.9904,<1H OCEAN,221700,3237
33.86,34,972,396,4.8516,<1H OCEAN,213600,2543
33.85,37,1333,481,4.3661,<1H OCEAN,219900,3037
33.85,37,1101,399,4.6908,<1H OCEAN,218200,2795
33.84,35,924,263,5.296,<1H OCEAN,226200,2059
33.84,36,850,319,4.7222,<1H OCEAN,225800,2231
33.83,37,825,334,4.0603,<1H OCEAN,225200,2408
33.83,36,820,288,5.5767,<1H OCEAN,218100,2013
33.84,36,697,251,4.5417,<1H OCEAN,219600,1827
33.84,36,1318,434,5.1836,<1H OCEAN,219700,2993
33.84,36,316,104,3.7813,<1H OCEAN,209100,799
33.84,37,692,245,4.8594,<1H OCEAN,220300,1860
33.84,36,798,287,5.5581,<1H OCEAN,218300,2053
33.84,37,1047,377,4.4423,<1H OCEAN,216000,2525
33.84,37,1331,476,5.0719,<1H OCEAN,220000,3168
33.84,36,496,196,4.625,<1H OCEAN,217400,1262
33.84,36,717,278,4.875,<1H OCEAN,218900,1786
33.83,36,964,299,4.2703,<1H OCEAN,220900,2087
33.83,44,691,293,4.3594,<1H OCEAN,221300,2026
33.84,37,565,213,4.1094,<1H OCEAN,215800,1463
33.84,36,722,260,4.8438,<1H OCEAN,226300,1720
33.84,35,1584,671,3.5465,<1H OCEAN,213200,3682
33.84,46,944,374,4.2841,<1H OCEAN,312400,2868
33.83,44,786,344,4.2917,<1H OCEAN,314700,2043
33.84,43,876,429,3.2024,<1H OCEAN,339400,2546
33.84,48,881,293,6.3364,<1H OCEAN,307400,2189
33.84,45,890,342,4.575,<1H OCEAN,336000,2269
33.84,44,1316,607,4.4286,<1H OCEAN,254900,3662
33.84,36,1322,471,4.933,<1H OCEAN,228900,3486
33.84,29,894,349,7.6526,<1H OCEAN,481300,2802
33.84,36,1360,497,4.8013,<1H OCEAN,224100,3478
33.84,37,635,241,3.75,<1H OCEAN,221300,1760
33.84,36,1199,424,4.1538,<1H OCEAN,218800,2876
33.84,36,643,221,3.6447,<1H OCEAN,211000,1582
33.84,36,1462,569,3.8646,<1H OCEAN,214600,3404
33.84,36,1002,351,5.0719,<1H OCEAN,219500,2587
33.85,37,1956,694,4.2218,<1H OCEAN,200500,4422
33.84,45,791,335,3.4605,<1H OCEAN,186600,1864
33.84,29,2515,1272,2.726,<1H OCEAN,208700,6088
33.84,45,945,320,5.0787,<1H OCEAN,219200,2181
33.83,45,880,339,4.1023,NEAR OCEAN,217300,2382
33.85,40,1285,559,3.975,<1H OCEAN,213800,3179
33.84,35,591,291,2.9798,NEAR OCEAN,315600,1709
33.84,44,1396,555,4.1771,NEAR OCEAN,219100,3308
33.84,24,537,273,2.25,NEAR OCEAN,192000,1548
33.85,30,2086,700,0.7007,<1H OCEAN,134400,3265
33.85,44,1378,430,3.8819,<1H OCEAN,143200,2355
33.85,30,2678,1033,2.2417,NEAR OCEAN,151900,4594
33.85,49,725,272,3.8026,NEAR OCEAN,149700,1333
33.85,45,773,287,3.2798,NEAR OCEAN,150300,1469
33.85,33,2286,700,2.3041,<1H OCEAN,149100,3288
33.85,46,1360,429,2.4844,<1H OCEAN,158200,2316
33.84,35,1953,671,2.7813,NEAR OCEAN,159200,4184
33.83,35,1305,583,7.2096,NEAR OCEAN,490300,4350
33.83,43,1011,444,6.4468,NEAR OCEAN,444200,3052
33.83,42,815,299,4.9,NEAR OCEAN,406300,2133
33.83,45,800,302,4.8693,NEAR OCEAN,277700,2123
33.83,46,531,222,4.3125,NEAR OCEAN,290500,1576
33.83,44,542,274,5.0052,NEAR OCEAN,321800,1774
33.83,45,591,276,4.2411,NEAR OCEAN,371700,1809
33.83,39,1330,648,3.3125,NEAR OCEAN,425500,4367
33.84,43,1063,537,3.835,NEAR OCEAN,418600,3105
33.82,50,1513,651,5.5106,NEAR OCEAN,252200,4280
33.82,52,1152,488,4.1354,NEAR OCEAN,268200,3036
33.83,52,1030,451,4.1301,NEAR OCEAN,268400,3053
33.82,52,943,440,3.7895,NEAR OCEAN,254000,3090
33.82,43,167,68,4.25,NEAR OCEAN,207500,349
33.83,30,1032,548,3.5871,NEAR OCEAN,347100,2798
33.82,19,1914,855,3.5521,NEAR OCEAN,290000,3848
33.82,21,913,420,4.6042,NEAR OCEAN,272200,2703
33.82,43,954,312,5.2606,NEAR OCEAN,198900,2105
33.82,11,422,221,4.6364,NEAR OCEAN,156300,1075
33.81,21,1038,384,4.4559,NEAR OCEAN,198500,2262
33.81,43,1525,529,4.95,NEAR OCEAN,194000,3587
33.82,34,2217,744,2.4286,NEAR OCEAN,204800,3575
33.81,23,804,373,2.5833,NEAR OCEAN,181300,1344
33.81,45,533,193,3.4808,NEAR OCEAN,206900,1122
33.81,46,742,241,4.6458,NEAR OCEAN,212100,1642
33.81,47,1219,420,5.3096,NEAR OCEAN,209900,2784
33.82,34,1444,372,2.8438,NEAR OCEAN,139300,2117
33.81,43,764,204,3.3214,NEAR OCEAN,162200,1104
33.81,40,1807,413,3.0882,NEAR OCEAN,160700,2243
33.82,33,1157,320,3.5054,NEAR OCEAN,146800,1589
33.82,30,1779,429,3.6086,NEAR OCEAN,146300,2149
33.82,45,394,89,4.9562,NEAR OCEAN,165700,547
33.82,43,723,191,4.3424,NEAR OCEAN,162500,1204
33.82,17,3030,1266,1.9311,NEAR OCEAN,138100,6689
33.81,45,1255,333,3.6923,NEAR OCEAN,159700,2030
33.81,45,1524,388,3.8586,NEAR OCEAN,157900,2214
33.81,38,1345,326,3.3988,NEAR OCEAN,147800,1845
33.81,41,602,183,3.7885,NEAR OCEAN,156900,892
33.8,45,1095,269,2.7308,NEAR OCEAN,139000,1434
33.8,41,1053,278,3.2778,NEAR OCEAN,150800,1530
33.8,36,1291,337,3.7708,NEAR OCEAN,157100,1632
33.8,33,1764,440,3.875,NEAR OCEAN,165100,2461
33.79,28,2537,596,2.3,NEAR OCEAN,137500,3637
33.79,39,1691,399,2.3605,NEAR OCEAN,141800,2056
33.79,32,2557,562,2.1397,NEAR OCEAN,145300,2633
33.8,44,984,302,4.25,NEAR OCEAN,143100,1667
33.8,38,1535,525,1.9848,NEAR OCEAN,160400,2605
33.79,29,2994,919,1.8109,NEAR OCEAN,137500,4593
33.79,47,569,195,2.9514,NEAR OCEAN,185200,962
33.79,48,1807,539,2.7183,NEAR OCEAN,190400,2697
33.79,47,1388,606,3.0135,NEAR OCEAN,192700,3175
33.8,52,1090,430,2.8988,NEAR OCEAN,194900,2231
33.8,41,1604,555,2.9943,NEAR OCEAN,190600,2716
33.8,42,2749,1094,2.5012,NEAR OCEAN,197500,5723
33.8,45,1300,450,3.9792,NEAR OCEAN,210200,2951
33.8,52,614,231,4.0074,NEAR OCEAN,200800,1225
33.8,42,2114,561,2.0579,NEAR OCEAN,132700,2922
33.8,36,2635,657,2.1985,NEAR OCEAN,141800,3055
33.79,42,1631,417,1.6384,NEAR OCEAN,128000,2006
33.79,41,2357,529,1.7938,NEAR OCEAN,142600,2726
33.79,43,2339,560,1.6792,NEAR OCEAN,130600,2423
33.8,30,2951,691,1.7689,NEAR OCEAN,117600,3492
33.79,36,1042,301,1.55,NEAR OCEAN,100000,1251
33.82,43,1042,418,3.5,NEAR OCEAN,216700,2679
33.81,27,315,96,1.75,NEAR OCEAN,154200,603
33.8,9,1530,807,5.1806,NEAR OCEAN,175000,4399
33.79,25,3010,1179,3.233,NEAR OCEAN,199100,6728
33.8,26,883,366,3.5313,NEAR OCEAN,187500,1969
33.8,15,1591,506,3.0513,NEAR OCEAN,148100,2996
33.83,45,687,285,5.0424,<1H OCEAN,225900,1857
33.83,45,797,293,4.8917,<1H OCEAN,222800,2065
33.82,43,701,298,4.1375,<1H OCEAN,226000,1830
33.82,42,671,267,3.2794,<1H OCEAN,224500,1770
33.82,44,815,284,5.5449,<1H OCEAN,232200,1899
33.82,44,779,291,4.3056,<1H OCEAN,228600,2092
33.83,45,1474,567,5.5196,<1H OCEAN,227600,3661
33.83,36,702,251,4.875,<1H OCEAN,222500,1658
33.83,36,664,220,5.1171,<1H OCEAN,225300,1695
33.82,36,887,379,3.8162,<1H OCEAN,221900,2389
33.82,36,857,341,4.6875,<1H OCEAN,218200,2082
33.83,37,517,189,4.4196,<1H OCEAN,223100,1451
33.83,36,899,295,4.918,<1H OCEAN,225200,2133
33.83,36,1308,441,5.9265,<1H OCEAN,227300,3182
33.82,36,1193,421,4.8462,<1H OCEAN,225700,2842
33.82,36,915,328,5.2713,<1H OCEAN,244400,2284
33.83,36,956,352,5.3735,<1H OCEAN,234400,2343
33.81,20,2292,874,7.6084,<1H OCEAN,402500,7232
